0 4.5
1 5.5
2 4.75
3 5.25
4 4.875
5 5.125
6 4.9375
7 4.90625
8 4.96875
9 4.95312
10 4.98438
11 4.96094
12 4.97656
13 4.96484
14 4.96289
15 4.9668
16 4.96387
17 4.96582
18 4.96436
19 4.96533
20 4.96509
21 4.96497
22 4.96521
23 4.96503
24 4.96515
25 4.96506
26 4.96512
27 4.9651
28 4.96513
29 4.96511
30 4.96511
31 4.96511
32 4.96511
33 4.96512
34 4.96511
35 4.96512
36 4.96511
