0 5.23606
1 4.47214
2 4.94426
3 5.05572
4 4.87539
5 4.98684
6 4.91796
7 4.96053
8 4.97058
9 4.95432
10 4.96437
11 4.96674
12 4.9629
13 4.96528
14 4.96583
15 4.96493
16 4.96549
17 4.96514
18 4.96506
19 4.96519
20 4.96511
21 4.96509
22 4.96512
23 4.9651
24 4.96512
25 4.96512
26 4.96511
27 4.96511
28 4.96511
29 4.96511
